Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,89.760002,90.110001,89.050003,89.889999,71.335579,3242400
2010-01-04,89.839996,90.099998,89.580002,89.809998,71.272064,2829100
2010-01-05,90.050003,90.629997,90.000000,90.389999,71.732323,2841600
2010-01-06,90.169998,90.260002,89.120003,89.180000,70.772102,4099600
2010-01-07,89.220001,89.639999,89.120003,89.330002,70.891113,2793200
2010-01-08,89.510002,89.559998,88.760002,89.290001,70.859413,2910700
2010-01-11,88.989998,89.360001,88.769997,88.800003,70.470551,2181300
2010-01-12,90.160004,90.389999,89.839996,90.320000,71.676796,4321200
2010-01-13,89.930000,90.279999,89.220001,89.269997,70.843513,4755000
2010-01-14,89.690002,90.519997,89.540001,90.519997,71.835541,4188800
2010-01-15,91.029999,91.330002,90.980003,91.080002,72.279945,4142800
2010-01-19,90.720001,91.120003,90.419998,90.820000,72.073578,2496000
2010-01-20,91.320000,91.769997,91.269997,91.739998,72.803696,2800500
2010-01-21,91.550003,92.389999,91.459999,92.160004,73.137024,4363100
2010-01-22,92.089996,92.309998,91.769997,92.000000,73.010033,3666900
2010-01-25,91.540001,91.919998,91.489998,91.580002,72.676735,2419500
2010-01-26,92.019997,92.110001,91.309998,91.610001,72.700539,3138100
2010-01-27,91.750000,92.089996,91.370003,91.559998,72.660828,3325700
2010-01-28,91.129997,91.699997,91.059998,91.510002,72.621170,3058200
2010-01-29,91.410004,92.360001,91.250000,92.309998,73.256042,4930600
2010-02-01,91.709999,91.730003,91.050003,91.150002,72.591042,3598500
2010-02-02,91.180000,91.449997,91.040001,91.410004,72.798119,3047500
2010-02-03,90.809998,90.970001,90.269997,90.349998,71.953941,5343700
2010-02-04,90.989998,91.820000,90.900002,91.779999,73.092789,6095000
2010-02-05,91.370003,92.419998,91.209999,91.980003,73.252075,6875800
2010-02-08,91.870003,92.150002,91.650002,92.099998,73.347649,3386000
2010-02-09,91.739998,92.220001,91.139999,91.180000,72.614929,4790000
2010-02-10,91.320000,91.599998,90.199997,90.309998,71.922081,5068000
2010-02-11,90.199997,90.279999,89.379997,89.820000,71.531822,5087500
2010-02-12,90.309998,90.419998,89.949997,90.190002,71.826508,2833800
2010-02-16,89.730003,90.440002,89.730003,90.360001,71.961945,2440900
2010-02-17,89.919998,90.089996,89.080002,89.330002,71.141617,4368200
2010-02-18,89.459999,89.500000,88.510002,88.970001,70.854950,5121800
2010-02-19,89.239998,89.510002,88.900002,89.449997,71.237198,3502500
2010-02-22,89.120003,89.320000,88.919998,89.080002,70.942520,3382600
2010-02-23,89.339996,90.540001,89.300003,90.470001,72.049515,5474500
2010-02-24,90.550003,90.879997,90.180000,90.690002,72.224731,4423200
2010-02-25,91.180000,91.290001,90.900002,91.199997,72.630890,3707700
2010-02-26,91.459999,92.059998,91.410004,91.669998,73.005173,4349100
2010-03-01,91.330002,91.529999,90.959999,91.339996,72.973175,2415200
2010-03-02,90.879997,91.279999,90.699997,91.220001,72.877335,2260600
2010-03-03,91.010002,91.080002,90.699997,90.989998,72.693573,2156100
2010-03-04,90.959999,91.680000,90.830002,91.470001,73.077080,2374700
2010-03-05,90.830002,90.870003,90.120003,90.269997,72.118378,3823200
2010-03-08,89.900002,89.970001,89.699997,89.800003,71.742897,2850400
2010-03-09,89.980003,90.000000,89.400002,89.820000,71.758865,2573700
2010-03-10,89.489998,89.699997,89.190002,89.589996,71.575096,3216200
2010-03-11,89.389999,90.139999,89.370003,89.919998,71.838768,2621000
2010-03-12,89.769997,90.650002,89.730003,90.480003,72.286179,3099100
2010-03-15,90.349998,90.470001,90.050003,90.360001,72.190300,1936800
2010-03-16,90.559998,91.089996,90.540001,91.080002,72.765488,3932600
