Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,105.339996,105.389999,104.029999,104.070000,86.395973,5189400
2010-01-04,104.839996,105.870003,104.760002,105.660004,87.715965,8977300
2010-01-05,105.610001,105.669998,104.970001,105.489998,87.574806,6549200
2010-01-06,105.500000,105.849998,105.360001,105.559998,87.632889,6797200
2010-01-07,105.379997,106.019997,104.949997,105.940002,87.948402,6312000
2010-01-08,105.669998,106.110001,105.440002,106.110001,88.089516,4912000
2010-01-11,106.400002,106.660004,105.820000,106.540001,88.446518,6858300
2010-01-12,105.849998,106.419998,105.580002,106.139999,88.114449,8869900
2010-01-13,106.330002,106.989998,106.040001,106.750000,88.620842,8619100
2010-01-14,106.639999,107.150002,106.580002,107.029999,88.853256,7039900
2010-01-15,106.940002,106.980003,105.540001,106.010002,88.006516,14027400
2010-01-19,105.900002,107.230003,105.860001,107.169998,88.969536,10877400
2010-01-20,106.500000,106.540001,105.129997,106.019997,88.014816,11896600
2010-01-21,105.970001,106.110001,103.709999,103.709999,86.097092,22253800
2010-01-22,103.379997,103.860001,101.550003,101.629997,84.370369,24606900
2010-01-25,102.389999,102.519997,101.669998,101.910004,84.602798,18236800
2010-01-26,101.660004,103.059998,101.480003,101.879997,84.577896,18352400
2010-01-27,101.669998,102.510002,100.989998,102.300003,84.926552,16203100
2010-01-28,102.589996,102.620003,100.510002,101.199997,84.013405,13409200
2010-01-29,101.559998,102.360001,100.410004,100.550003,83.473778,14556900
2010-02-01,101.209999,102.349998,101.070000,101.839996,84.544662,9985500
2010-02-02,101.949997,103.099998,101.680000,102.879997,85.408051,8891300
2010-02-03,102.620003,103.059998,102.339996,102.629997,85.200516,6561600
2010-02-04,101.949997,102.070000,100.010002,100.040001,83.050354,16419300
2010-02-05,100.150002,100.339996,98.360001,100.160004,83.150017,28939700
2010-02-08,100.000000,100.379997,99.120003,99.220001,82.369644,10929500
2010-02-09,100.160004,101.489998,99.839996,100.650002,83.556770,19228000
2010-02-10,100.550003,100.970001,99.750000,100.519997,83.448837,11212100
2010-02-11,100.419998,101.750000,99.870003,101.580002,84.328880,9934200
2010-02-12,100.529999,101.370003,99.989998,101.269997,84.071510,13643000
2010-02-16,102.010002,102.970001,101.589996,102.809998,85.349953,8958800
2010-02-17,103.160004,103.440002,102.949997,103.379997,85.823158,8784900
2010-02-18,103.169998,104.300003,103.160004,104.169998,86.479027,8677700
2010-02-19,103.699997,104.389999,103.419998,103.989998,86.549728,9324500
2010-02-22,104.379997,104.379997,103.709999,103.839996,86.424904,5285200
2010-02-23,103.610001,104.139999,102.690002,102.870003,85.617554,10810200
2010-02-24,103.180000,103.949997,102.989998,103.699997,86.308350,9658700
2010-02-25,102.250000,103.339996,101.919998,103.300003,85.975464,10052900
2010-02-26,103.349998,103.610001,102.779999,103.300003,85.975464,6961100
2010-03-01,103.669998,104.199997,103.580002,104.019997,86.574684,5818700
2010-03-02,104.430000,104.639999,103.949997,104.010002,86.566345,5673300
2010-03-03,104.349998,104.769997,103.830002,104.089996,86.632957,5891900
2010-03-04,104.239998,104.570000,103.959999,104.500000,86.974205,6168300
2010-03-05,104.989998,105.769997,104.870003,105.760002,88.022919,6753500
2010-03-08,105.720001,105.959999,105.500000,105.589996,87.881386,5728100
2010-03-09,105.440002,106.230003,105.410004,105.709999,87.981262,8672300
2010-03-10,105.820000,106.139999,105.379997,105.769997,88.031227,7325500
2010-03-11,105.639999,106.290001,105.239998,106.279999,88.455696,7739600
2010-03-12,106.639999,106.680000,106.129997,106.419998,88.572205,10139600
2010-03-15,106.300003,106.629997,105.870003,106.570000,88.697052,6760400
2010-03-16,106.779999,107.120003,106.410004,107.070000,89.113228,6848800
2010-03-17,107.309998,107.870003,107.230003,107.519997,89.487717,6989400
2010-03-18,107.529999,108.029999,107.459999,107.949997,89.845589,7495600
2010-03-19,107.339996,108.169998,106.919998,107.339996,89.509537,12068000
2010-03-22,106.949997,108.070000,106.919998,107.790001,89.884773,8835200
2010-03-23,108.029999,108.919998,107.830002,108.870003,90.785385,9105900
2010-03-24,108.519997,108.809998,108.220001,108.400002,90.393478,7075900
2010-03-25,108.989998,109.529999,108.320000,108.440002,90.426788,9526500
2010-03-26,108.629997,109.070000,108.129997,108.430000,90.418472,8859800
2010-03-29,108.790001,109.160004,108.669998,108.919998,90.827080,5886300
2010-03-30,109.010002,109.379997,108.669998,109.129997,91.002228,5781300
2010-03-31,108.820000,109.040001,108.320000,108.610001,90.568565,6078200
2010-04-01,109.239998,109.580002,108.660004,109.279999,91.127281,11474400
2010-04-05,109.589996,109.879997,109.250000,109.730003,91.502518,4237800
2010-04-06,109.449997,109.870003,109.279999,109.720001,91.494232,4407600
